development,tds_#,building_#,stairhall#,borough,house_#,street,address,city,state,zip_code,bin,block,lot,borough/block/lot_#,census_tract_(2020),neighborhood_tabulation_area_code,neighborhood_tabulation_area_name,community_district,city_council_district,state_assembly_district,state_senate_district,us_congressional_district,privately_managed,latitude,longitude,geometry
JOHNSON,17,3,9,MANHATTAN,123,EAST 112TH STREET,123 EAST 112TH STREET,NEW YORK,NY,"10,029",1079194,1640,1,1016400001,182,MN1102,East Harlem (North),11,8,68,30,13,,40.796654,-73.943946,POINT (-73.943946 40.796654)
JOHNSON,17,3,10,MANHATTAN,1565,PARK AVENUE,1565 PARK AVENUE,NEW YORK,NY,"10,029",1079194,1640,1,1016400001,182,MN1102,East Harlem (North),11,8,68,30,13,,40.796815,-73.944454,POINT (-73.944454 40.796815)
JOHNSON,17,7,11,MANHATTAN,1809,LEXINGTON AVENUE,1809 LEXINGTON AVENUE,NEW YORK,NY,"10,029",1089898,1640,21,1016400021,182,MN1102,East Harlem (North),11,8,68,30,13,,40.796233,-73.943063,POINT (-73.943063 40.796233)
JOHNSON,17,7,12,MANHATTAN,165,EAST 112TH STREET,165 EAST 112TH STREET,NEW YORK,NY,"10,029",1082337,1640,21,1016400021,182,MN1102,East Harlem (North),11,8,68,30,13,,40.796058,-73.942537,POINT (-73.942537 40.796058)
JOHNSON,17,10,13,MANHATTAN,1829,LEXINGTON AVENUE,1829 LEXINGTON AVENUE,NEW YORK,NY,"10,029",1087213,1640,21,1016400021,182,MN1102,East Harlem (North),11,8,68,30,13,,40.796583,-73.942542,POINT (-73.942542 40.796583)
JOHNSON,17,10,14,MANHATTAN,1839,LEXINGTON AVENUE,1839 LEXINGTON AVENUE,NEW YORK,NY,"10,029",1087213,1640,21,1016400021,182,MN1102,East Harlem (North),11,8,68,30,13,,40.796974,-73.942245,POINT (-73.942245 40.796974)
JOHNSON,17,8,15,MANHATTAN,2070,3RD AVENUE,2070 3RD AVENUE,NEW YORK,NY,"10,029",1079200,1640,21,1016400021,182,MN1102,East Harlem (North),11,8,68,30,13,,40.796518,-73.941534,POINT (-73.941534 40.796518)
JOHNSON,17,9,16,MANHATTAN,2060,3RD AVENUE,2060 3RD AVENUE,NEW YORK,NY,"10,029",1082333,1640,21,1016400021,182,MN1102,East Harlem (North),11,8,68,30,13,,40.796087,-73.941853,POINT (-73.941853 40.796087)
JOHNSON,17,9,17,MANHATTAN,175,EAST 112TH STREET,175 EAST 112TH STREET,NEW YORK,NY,"10,029",1089897,1640,21,1016400021,182,MN1102,East Harlem (North),11,8,68,30,13,,40.795706,-73.942083,POINT (-73.942083 40.795706)
KING TOWERS,30,1,1,MANHATTAN,70,WEST 115TH STREET,70 WEST 115TH STREET,NEW YORK,NY,"10,026",1083313,1596,1,1015960001,186,MN1001,Harlem (South),10,9,70,30,13,,40.800912,-73.949723,POINT (-73.949723 40.800912)
KING TOWERS,30,2,2,MANHATTAN,40,WEST 115TH STREET,40 WEST 115TH STREET,NEW YORK,NY,"10,026",1083318,1596,1,1015960001,186,MN1001,Harlem (South),10,9,70,30,13,,40.80034,-73.948915,POINT (-73.948915 40.80034)
KING TOWERS,30,3,3,MANHATTAN,20,WEST 115TH STREET,20 WEST 115TH STREET,NEW YORK,NY,"10,026",1083317,1596,1,1015960001,186,MN1001,Harlem (South),10,9,70,30,13,,40.800142,-73.948441,POINT (-73.948441 40.800142)
KING TOWERS,30,4,4,MANHATTAN,1390,5TH AVENUE,1390 5TH AVENUE,NEW YORK,NY,"10,026",1083316,1596,1,1015960001,186,MN1001,Harlem (South),10,9,70,30,13,,40.799721,-73.947443,POINT (-73.947443 40.799721)
KING TOWERS,30,5,5,MANHATTAN,70,LENOX AVENUE,70 LENOX AVENUE,NEW YORK,NY,"10,026",1083314,1596,1,1015960001,186,MN1001,Harlem (South),10,9,70,30,13,,40.800041,-73.949936,POINT (-73.949936 40.800041)
KING TOWERS,30,6,6,MANHATTAN,1370,5TH AVENUE,1370 5TH AVENUE,NEW YORK,NY,"10,026",1083315,1596,1,1015960001,186,MN1001,Harlem (South),10,9,70,30,13,,40.799305,-73.948236,POINT (-73.948236 40.799305)
KING TOWERS,30,7,7,MANHATTAN,71,WEST 112TH STREET,71 WEST 112TH STREET,NEW YORK,NY,"10,026",1083312,1596,1,1015960001,186,MN1001,Harlem (South),10,9,70,30,13,,40.799408,-73.950818,POINT (-73.950818 40.799408)
KING TOWERS,30,8,8,MANHATTAN,41,WEST 112TH STREET,41 WEST 112TH STREET,NEW YORK,NY,"10,026",1083311,1596,1,1015960001,186,MN1001,Harlem (South),10,9,70,30,13,,40.79921,-73.949739,POINT (-73.949739 40.79921)
KING TOWERS,30,9,9,MANHATTAN,21,WEST 112TH STREET,21 WEST 112TH STREET,NEW YORK,NY,"10,026",1083310,1596,1,1015960001,186,MN1001,Harlem (South),10,9,70,30,13,,40.798963,-73.949301,POINT (-73.949301 40.798963)
KING TOWERS,30,10,10,MANHATTAN,1350,5TH AVENUE,1350 5TH AVENUE,NEW YORK,NY,"10,026",1083309,1596,1,1015960001,186,MN1001,Harlem (South),10,9,70,30,13,,40.798584,-73.948285,POINT (-73.948285 40.798584)
KINGSBOROUGH,10,1,1,BROOKLYN,154,KINGSBOROUGH 1ST WALK,154 KINGSBOROUGH 1ST WALK,BROOKLYN,NY,"11,233",3331187,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.675102,-73.927445,POINT (-73.927445 40.675102)
KINGSBOROUGH,10,1,2,BROOKLYN,142,KINGSBOROUGH 1ST WALK,142 KINGSBOROUGH 1ST WALK,BROOKLYN,NY,"11,233",3331187,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.675382,-73.927421,POINT (-73.927421 40.675382)
KINGSBOROUGH,10,2,3,BROOKLYN,120,KINGSBOROUGH 1ST WALK,120 KINGSBOROUGH 1ST WALK,BROOKLYN,NY,"11,233",3324600,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.675915,-73.927354,POINT (-73.927354 40.675915)
KINGSBOROUGH,10,2,4,BROOKLYN,108,KINGSBOROUGH 1ST WALK,108 KINGSBOROUGH 1ST WALK,BROOKLYN,NY,"11,233",3324600,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.676192,-73.927341,POINT (-73.927341 40.676192)
KINGSBOROUGH,10,3,5,BROOKLYN,135,KINGSBOROUGH 1ST WALK,135 KINGSBOROUGH 1ST WALK,BROOKLYN,NY,"11,233",3324601,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.675524,-73.927073,POINT (-73.927073 40.675524)
KINGSBOROUGH,10,3,6,BROOKLYN,127,KINGSBOROUGH 1ST WALK,127 KINGSBOROUGH 1ST WALK,BROOKLYN,NY,"11,233",3324601,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.675734,-73.927057,POINT (-73.927057 40.675734)
KINGSBOROUGH,10,4,7,BROOKLYN,253,KINGSBOROUGH 2ND WALK,253 KINGSBOROUGH 2ND WALK,BROOKLYN,NY,"11,233",3324603,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.675051,-73.926507,POINT (-73.926507 40.675051)
KINGSBOROUGH,10,4,8,BROOKLYN,241,KINGSBOROUGH 2ND WALK,241 KINGSBOROUGH 2ND WALK,BROOKLYN,NY,"11,233",3324603,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.675332,-73.926487,POINT (-73.926487 40.675332)
KINGSBOROUGH,10,5,9,BROOKLYN,219,KINGSBOROUGH 2ND WALK,219 KINGSBOROUGH 2ND WALK,BROOKLYN,NY,"11,233",3324602,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.675861,-73.926434,POINT (-73.926434 40.675861)
KINGSBOROUGH,10,5,10,BROOKLYN,207,KINGSBOROUGH 2ND WALK,207 KINGSBOROUGH 2ND WALK,BROOKLYN,NY,"11,233",3324602,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.676132,-73.926407,POINT (-73.926407 40.676132)
KINGSBOROUGH,10,6,11,BROOKLYN,354,KINGSBOROUGH 3RD WALK,354 KINGSBOROUGH 3RD WALK,BROOKLYN,NY,"11,233",3331198,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.67506,-73.926016,POINT (-73.926016 40.67506)
KINGSBOROUGH,10,6,12,BROOKLYN,342,KINGSBOROUGH 3RD WALK,342 KINGSBOROUGH 3RD WALK,BROOKLYN,NY,"11,233",3331198,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.675337,-73.925985,POINT (-73.925985 40.675337)
KINGSBOROUGH,10,7,13,BROOKLYN,320,KINGSBOROUGH 3RD WALK,320 KINGSBOROUGH 3RD WALK,BROOKLYN,NY,"11,233",3331197,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.675803,-73.925949,POINT (-73.925949 40.675803)
KINGSBOROUGH,10,7,14,BROOKLYN,308,KINGSBOROUGH 3RD WALK,308 KINGSBOROUGH 3RD WALK,BROOKLYN,NY,"11,233",3331197,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.67608,-73.925916,POINT (-73.925916 40.67608)
KINGSBOROUGH,10,8,15,BROOKLYN,353,KINGSBOROUGH 3RD WALK,353 KINGSBOROUGH 3RD WALK,BROOKLYN,NY,"11,233",3331196,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.675003,-73.925644,POINT (-73.925644 40.675003)
KINGSBOROUGH,10,8,16,BROOKLYN,341,KINGSBOROUGH 3RD WALK,341 KINGSBOROUGH 3RD WALK,BROOKLYN,NY,"11,233",3331196,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.675282,-73.925621,POINT (-73.925621 40.675282)
KINGSBOROUGH,10,9,17,BROOKLYN,319,KINGSBOROUGH 3RD WALK,319 KINGSBOROUGH 3RD WALK,BROOKLYN,NY,"11,233",3331195,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.675817,-73.925561,POINT (-73.925561 40.675817)
KINGSBOROUGH,10,9,18,BROOKLYN,307,KINGSBOROUGH 3RD WALK,307 KINGSBOROUGH 3RD WALK,BROOKLYN,NY,"11,233",3331195,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,9,,40.676092,-73.925541,POINT (-73.925541 40.676092)
KINGSBOROUGH,10,10,19,BROOKLYN,454,KINGSBOROUGH 4TH WALK,454 KINGSBOROUGH 4TH WALK,BROOKLYN,NY,"11,233",3331188,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.675015,-73.925154,POINT (-73.925154 40.675015)
KINGSBOROUGH,10,10,20,BROOKLYN,442,KINGSBOROUGH 4TH WALK,442 KINGSBOROUGH 4TH WALK,BROOKLYN,NY,"11,233",3331188,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.67529,-73.925123,POINT (-73.925123 40.67529)
KINGSBOROUGH,10,11,21,BROOKLYN,420,KINGSBOROUGH 4TH WALK,420 KINGSBOROUGH 4TH WALK,BROOKLYN,NY,"11,233",3331199,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.675755,-73.925075,POINT (-73.925075 40.675755)
KINGSBOROUGH,10,11,22,BROOKLYN,408,KINGSBOROUGH 4TH WALK,408 KINGSBOROUGH 4TH WALK,BROOKLYN,NY,"11,233",3331199,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.676034,-73.925052,POINT (-73.925052 40.676034)
KINGSBOROUGH,10,12,23,BROOKLYN,553,KINGSBOROUGH 5TH WALK,553 KINGSBOROUGH 5TH WALK,BROOKLYN,NY,"11,233",3331200,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.674892,-73.923454,POINT (-73.923454 40.674892)
KINGSBOROUGH,10,12,24,BROOKLYN,541,KINGSBOROUGH 5TH WALK,541 KINGSBOROUGH 5TH WALK,BROOKLYN,NY,"11,233",3331200,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.675152,-73.923439,POINT (-73.923439 40.675152)
KINGSBOROUGH,10,12,25,BROOKLYN,529,KINGSBOROUGH 5TH WALK,529 KINGSBOROUGH 5TH WALK,BROOKLYN,NY,"11,233",3331200,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.675435,-73.923401,POINT (-73.923401 40.675435)
KINGSBOROUGH,10,13,26,BROOKLYN,654,KINGSBOROUGH 6TH WALK,654 KINGSBOROUGH 6TH WALK,BROOKLYN,NY,"11,233",3324598,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.674879,-73.922906,POINT (-73.922906 40.674879)
KINGSBOROUGH,10,13,27,BROOKLYN,642,KINGSBOROUGH 6TH WALK,642 KINGSBOROUGH 6TH WALK,BROOKLYN,NY,"11,233",3324598,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.675159,-73.92287,POINT (-73.92287 40.675159)
KINGSBOROUGH,10,13,28,BROOKLYN,630,KINGSBOROUGH 6TH WALK,630 KINGSBOROUGH 6TH WALK,BROOKLYN,NY,"11,233",3324598,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.675444,-73.922852,POINT (-73.922852 40.675444)
KINGSBOROUGH,10,14,29,BROOKLYN,653,KINGSBOROUGH 6TH WALK,653 KINGSBOROUGH 6TH WALK,BROOKLYN,NY,"11,233",3324599,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.674834,-73.922474,POINT (-73.922474 40.674834)
KINGSBOROUGH,10,14,30,BROOKLYN,641,KINGSBOROUGH 6TH WALK,641 KINGSBOROUGH 6TH WALK,BROOKLYN,NY,"11,233",3324599,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.675113,-73.922446,POINT (-73.922446 40.675113)
KINGSBOROUGH,10,14,31,BROOKLYN,629,KINGSBOROUGH 6TH WALK,629 KINGSBOROUGH 6TH WALK,BROOKLYN,NY,"11,233",3324599,1344,1,3013440001,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.675394,-73.922415,POINT (-73.922415 40.675394)
KINGSBOROUGH,10,15,32,BROOKLYN,720,KINGSBOROUGH 7TH WALK,720 KINGSBOROUGH 7TH WALK,BROOKLYN,NY,"11,233",3257063,1438,1,3014380001,303,BK1601,Ocean Hill,16,41,55,25,8,,40.675605,-73.921676,POINT (-73.921676 40.675605)
KINGSBOROUGH,10,15,33,BROOKLYN,708,KINGSBOROUGH 7TH WALK,708 KINGSBOROUGH 7TH WALK,BROOKLYN,NY,"11,233",3257063,1438,1,3014380001,303,BK1601,Ocean Hill,16,41,55,25,8,,40.675874,-73.921663,POINT (-73.921663 40.675874)
KINGSBOROUGH,10,16,34,BROOKLYN,719,KINGSBOROUGH 7TH WALK,719 KINGSBOROUGH 7TH WALK,BROOKLYN,NY,"11,233",3257064,1438,1,3014380001,303,BK1601,Ocean Hill,16,41,55,25,8,,40.675571,-73.921325,POINT (-73.921325 40.675571)
KINGSBOROUGH,10,16,35,BROOKLYN,707,KINGSBOROUGH 7TH WALK,707 KINGSBOROUGH 7TH WALK,BROOKLYN,NY,"11,233",3257064,1438,1,3014380001,303,BK1601,Ocean Hill,16,41,55,25,8,,40.675839,-73.921299,POINT (-73.921299 40.675839)
KINGSBOROUGH EXTENSION,161,17,36,BROOKLYN,447,KINGSBOROUGH 4TH WALK,447 KINGSBOROUGH 4TH WALK,BROOKLYN,NY,"11,233",3035751,1344,175,3013440175,307,BK0802,Crown Heights (North),8,41,56,20,8,,40.675102,-73.924693,POINT (-73.924693 40.675102)
LA GUARDIA,76,1,1,MANHATTAN,45,RUTGERS STREET,45 RUTGERS STREET,NEW YORK,NY,"10,002",1077514,256,1,1002560001,6,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.712328,-73.989513,POINT (-73.989513 40.712328)
LA GUARDIA,76,2,2,MANHATTAN,55,RUTGERS STREET,55 RUTGERS STREET,NEW YORK,NY,"10,002",1077515,256,1,1002560001,6,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.711627,-73.989421,POINT (-73.989421 40.711627)
LA GUARDIA,76,3,3,MANHATTAN,65,JEFFERSON STREET,65 JEFFERSON STREET,NEW YORK,NY,"10,002",1077516,256,1,1002560001,6,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.711757,-73.988008,POINT (-73.988008 40.711757)
LA GUARDIA,76,4,4,MANHATTAN,300,CHERRY STREET,300 CHERRY STREET,NEW YORK,NY,"10,002",1077517,256,1,1002560001,6,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.711836,-73.98735,POINT (-73.98735 40.711836)
LA GUARDIA,76,5,5,MANHATTAN,240,MADISON STREET,240 MADISON STREET,NEW YORK,NY,"10,002",1077518,256,1,1002560001,6,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.712501,-73.987439,POINT (-73.987439 40.712501)
LA GUARDIA,76,6,6,MANHATTAN,250,CLINTON STREET,250 CLINTON STREET,NEW YORK,NY,"10,002",1083387,258,1,1002580001,201,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.711917,-73.986429,POINT (-73.986429 40.711917)
LA GUARDIA,76,7,7,MANHATTAN,230,CLINTON STREET,230 CLINTON STREET,NEW YORK,NY,"10,002",1083384,258,1,1002580001,201,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.712578,-73.986523,POINT (-73.986523 40.712578)
LA GUARDIA,76,8,8,MANHATTAN,340,CHERRY STREET,340 CHERRY STREET,NEW YORK,NY,"10,002",1083386,258,1,1002580001,201,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.712008,-73.985556,POINT (-73.985556 40.712008)
LA GUARDIA,76,9,9,MANHATTAN,280,MADISON STREET,280 MADISON STREET,NEW YORK,NY,"10,002",1083385,258,1,1002580001,201,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.712645,-73.985779,POINT (-73.985779 40.712645)
LA GUARDIA ADDITION,152,10,10,MANHATTAN,282,CHERRY STREET,282 CHERRY STREET,NEW YORK,NY,"10,002",1003211,256,14,1002560014,6,MN0301,Chinatown-Two Bridges,3,1,65,27,10,,40.711761,-73.988516,POINT (-73.988516 40.711761)
LAFAYETTE,122,1,1,BROOKLYN,325,CLASSON AVENUE,325 CLASSON AVENUE,BROOKLYN,NY,"11,205",3321871,1938,1,3019380001,233,BK0301,Bedford-Stuyvesant (West),3,36,57,25,8,,40.690036,-73.959946,POINT (-73.959946 40.690036)
LAFAYETTE,122,2,2,BROOKLYN,456,DEKALB AVENUE,456 DEKALB AVENUE,BROOKLYN,NY,"11,205",3321866,1938,1,3019380001,233,BK0301,Bedford-Stuyvesant (West),3,36,57,25,8,,40.690297,-73.958992,POINT (-73.958992 40.690297)
LAFAYETTE,122,3,3,BROOKLYN,470,DEKALB AVENUE,470 DEKALB AVENUE,BROOKLYN,NY,"11,205",3346319,1938,1,3019380001,233,BK0301,Bedford-Stuyvesant (West),3,36,57,25,8,,40.690278,-73.957953,POINT (-73.957953 40.690278)
LAFAYETTE,122,4,4,BROOKLYN,345,CLASSON AVENUE,345 CLASSON AVENUE,BROOKLYN,NY,"11,205",3321865,1938,1,3019380001,233,BK0301,Bedford-Stuyvesant (West),3,36,57,25,8,,40.689394,-73.959846,POINT (-73.959846 40.689394)
LAFAYETTE,122,5,5,BROOKLYN,411,LAFAYETTE AVENUE,411 LAFAYETTE AVENUE,BROOKLYN,NY,"11,238",3339158,1938,1,3019380001,233,BK0301,Bedford-Stuyvesant (West),3,36,57,25,8,,40.689455,-73.958961,POINT (-73.958961 40.689455)
LAFAYETTE,122,6,6,BROOKLYN,415,LAFAYETTE AVENUE,415 LAFAYETTE AVENUE,BROOKLYN,NY,"11,238",3321869,1938,1,3019380001,233,BK0301,Bedford-Stuyvesant (West),3,36,57,25,8,,40.689493,-73.958631,POINT (-73.958631 40.689493)
LAFAYETTE,122,7,7,BROOKLYN,433,LAFAYETTE AVENUE,433 LAFAYETTE AVENUE,BROOKLYN,NY,"11,238",3321868,1938,1,3019380001,233,BK0301,Bedford-Stuyvesant (West),3,36,57,25,8,,40.689583,-73.957976,POINT (-73.957976 40.689583)
LATIMER GARDENS,186,1,1,QUEENS,34-25,LINDEN PLACE,34-25 LINDEN PLACE,FLUSHING,NY,"11,354",4443411,4951,8,4049510008,"88,902",QN0707,Flushing-Willets Point,7,20,40,16,6,,40.765873,-73.830962,POINT (-73.830962 40.765873)
LATIMER GARDENS,186,2,2,QUEENS,136-10,LATIMER PLACE,136-10 LATIMER PLACE,FLUSHING,NY,"11,354",4443409,4951,8,4049510008,"88,902",QN0707,Flushing-Willets Point,7,20,40,16,6,,40.766555,-73.830889,POINT (-73.830889 40.766555)
LATIMER GARDENS,186,3,3,QUEENS,34-20,137TH STREET,34-20 137TH STREET,FLUSHING,NY,"11,354",4443410,4951,8,4049510008,"88,902",QN0707,Flushing-Willets Point,7,20,40,16,6,,40.766118,-73.830271,POINT (-73.830271 40.766118)
LATIMER GARDENS,186,4,4,QUEENS,34-41,LINDEN PLACE,34-41 LINDEN PLACE,FLUSHING,NY,"11,354",4443412,4951,8,4049510008,"88,902",QN0707,Flushing-Willets Point,7,20,40,16,6,,40.765497,-73.830459,POINT (-73.830459 40.765497)
LEAVITT STREET-34TH AVENUE,201,1,5,QUEENS,139-10,34TH AVENUE,139-10 34TH AVENUE,FLUSHING,NY,"11,354",4112108,4957,24,4049570024,"88,902",QN0707,Flushing-Willets Point,7,20,40,16,6,,40.76705,-73.828617,POINT (-73.828617 40.76705)
LEHMAN VILLAGE,101,1,1,MANHATTAN,1641,MADISON AVENUE,1641 MADISON AVENUE,NEW YORK,NY,"10,029",1078867,1615,23,1016150023,"17,401",MN1101,East Harlem (South),11,8,68,29,13,,40.795724,-73.947665,POINT (-73.947665 40.795724)
LEHMAN VILLAGE,101,2,2,MANHATTAN,80,EAST 110TH STREET,80 EAST 110TH STREET,NEW YORK,NY,"10,029",1078868,1615,23,1016150023,"17,401",MN1101,East Harlem (South),11,8,68,29,13,,40.795367,-73.946828,POINT (-73.946828 40.795367)
LEHMAN VILLAGE,101,3,3,MANHATTAN,1595,MADISON AVENUE,1595 MADISON AVENUE,NEW YORK,NY,"10,029",1078857,1613,23,1016130023,"17,401",MN1101,East Harlem (South),11,8,68,29,13,,40.794538,-73.948528,POINT (-73.948528 40.794538)
LEHMAN VILLAGE,101,4,4,MANHATTAN,70,EAST 108TH STREET,70 EAST 108TH STREET,NEW YORK,NY,"10,029",1078858,1613,23,1016130023,"17,401",MN1101,East Harlem (South),11,8,68,29,13,,40.794129,-73.947736,POINT (-73.947736 40.794129)
LEXINGTON,50,1,15,MANHATTAN,110,EAST 99TH STREET,110 EAST 99TH STREET,NEW YORK,NY,"10,029",1078911,1626,1,1016260001,166,MN1101,East Harlem (South),11,8,68,29,13,,40.787967,-73.950663,POINT (-73.950663 40.787967)
LEXINGTON,50,2,16,MANHATTAN,1536,LEXINGTON AVENUE,1536 LEXINGTON AVENUE,NEW YORK,NY,"10,029",1078912,1626,1,1016260001,166,MN1101,East Harlem (South),11,8,68,29,13,,40.787511,-73.950054,POINT (-73.950054 40.787511)
LEXINGTON,50,3,17,MANHATTAN,1539,LEXINGTON AVENUE,1539 LEXINGTON AVENUE,NEW YORK,NY,"10,029",1082319,1626,21,1016260021,166,MN1101,East Harlem (South),11,8,68,29,13,,40.787456,-73.949453,POINT (-73.949453 40.787456)
LEXINGTON,50,4,18,MANHATTAN,183,EAST 98TH STREET,183 EAST 98TH STREET,NEW YORK,NY,"10,029",1082320,1626,21,1016260021,166,MN1101,East Harlem (South),11,8,68,29,13,,40.786982,-73.94879,POINT (-73.94879 40.786982)
LINCOLN,20,1,1,MANHATTAN,60,EAST 135TH STREET,60 EAST 135TH STREET,NEW YORK,NY,"10,037",1081120,1757,20,1017570020,210,MN1102,East Harlem (North),11,9,70,30,13,,40.811366,-73.935405,POINT (-73.935405 40.811366)
LINCOLN,20,2,2,MANHATTAN,1980,PARK AVENUE,1980 PARK AVENUE,NEW YORK,NY,"10,037",1081119,1757,20,1017570020,210,MN1102,East Harlem (North),11,9,70,30,13,,40.810594,-73.935609,POINT (-73.935609 40.810594)
LINCOLN,20,3,3,MANHATTAN,1960,PARK AVENUE,1960 PARK AVENUE,NEW YORK,NY,"10,037",1081118,1757,20,1017570020,210,MN1102,East Harlem (North),11,9,70,30,13,,40.809994,-73.936063,POINT (-73.936063 40.809994)
LINCOLN,20,4,4,MANHATTAN,2101,MADISON AVENUE,2101 MADISON AVENUE,NEW YORK,NY,"10,037",1081117,1757,20,1017570020,210,MN1102,East Harlem (North),11,9,70,30,13,,40.810304,-73.936809,POINT (-73.936809 40.810304)
LINCOLN,20,5,5,MANHATTAN,2123,MADISON AVENUE,2123 MADISON AVENUE,NEW YORK,NY,"10,037",1081123,1757,20,1017570020,210,MN1102,East Harlem (North),11,9,70,30,13,,40.810586,-73.936287,POINT (-73.936287 40.810586)
LINCOLN,20,5,6,MANHATTAN,2121,MADISON AVENUE,2121 MADISON AVENUE,NEW YORK,NY,"10,037",1081123,1757,20,1017570020,210,MN1102,East Harlem (North),11,9,70,30,13,,40.81076,-73.93665,POINT (-73.93665 40.81076)
LINCOLN,20,6,7,MANHATTAN,2135,MADISON AVENUE,2135 MADISON AVENUE,NEW YORK,NY,"10,037",1081122,1757,20,1017570020,210,MN1102,East Harlem (North),11,9,70,30,13,,40.811176,-73.936354,POINT (-73.936354 40.811176)
LINCOLN,20,6,8,MANHATTAN,2133,MADISON AVENUE,2133 MADISON AVENUE,NEW YORK,NY,"10,037",1081122,1757,20,1017570020,210,MN1102,East Harlem (North),11,9,70,30,13,,40.811029,-73.935955,POINT (-73.935955 40.811029)
LINCOLN,20,7,9,MANHATTAN,2155,MADISON AVENUE,2155 MADISON AVENUE,NEW YORK,NY,"10,037",1081121,1757,20,1017570020,210,MN1102,East Harlem (North),11,9,70,30,13,,40.811564,-73.935898,POINT (-73.935898 40.811564)
LINCOLN,20,8,10,MANHATTAN,2150,MADISON AVENUE,2150 MADISON AVENUE,NEW YORK,NY,"10,037",1081112,1757,1,1017570001,210,MN1102,East Harlem (North),11,9,70,30,13,,40.811946,-73.936506,POINT (-73.936506 40.811946)
LINCOLN,20,8,11,MANHATTAN,2144,MADISON AVENUE,2144 MADISON AVENUE,NEW YORK,NY,"10,037",1081112,1757,1,1017570001,210,MN1102,East Harlem (North),11,9,70,30,13,,40.811638,-73.936688,POINT (-73.936688 40.811638)
LINCOLN,20,9,12,MANHATTAN,2130,MADISON AVENUE,2130 MADISON AVENUE,NEW YORK,NY,"10,037",1081114,1757,1,1017570001,210,MN1102,East Harlem (North),11,9,70,30,13,,40.811246,-73.937167,POINT (-73.937167 40.811246)
LINCOLN,20,10,13,MANHATTAN,2110,MADISON AVENUE,2110 MADISON AVENUE,NEW YORK,NY,"10,037",1081115,1757,1,1017570001,210,MN1102,East Harlem (North),11,9,70,30,13,,40.810768,-73.937331,POINT (-73.937331 40.810768)
LINCOLN,20,10,14,MANHATTAN,2102,MADISON AVENUE,2102 MADISON AVENUE,NEW YORK,NY,"10,037",1081115,1757,1,1017570001,210,MN1102,East Harlem (North),11,9,70,30,13,,40.810497,-73.937598,POINT (-73.937598 40.810497)
LINCOLN,20,11,15,MANHATTAN,2120,MADISON AVENUE,2120 MADISON AVENUE,NEW YORK,NY,"10,037",1081116,1757,1,1017570001,210,MN1102,East Harlem (North),11,9,70,30,13,,40.811049,-73.937792,POINT (-73.937792 40.811049)
