development,tds_#,building_#,stairhall#,borough_nycha,house_#,street,address_nycha,city,state,zip_code,bin,block,lot,BBL,census_tract_(2020),neighborhood_tabulation_area_code,neighborhood_tabulation_area_name,community_district,city_council_district,state_assembly_district,state_senate_district,us_congressional_district,privately_managed,latitude_nycha,longitude_nycha,geometry,borough_pluto,tax_block,tax_lot,census_tract_2010,cb2010,council_district,postcode,policeprct,healtharea,address_pluto,zonedist1,zonedist2,zonedist3,zonedist4,ltdheight,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,resarea,garagearea,strgearea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,proxcode,irrlotcode,lottype,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,borocode,bbl,tract2010,xcoord,ycoord,latitude_pluto,longitude_pluto,zonemap,zmcode,appbbl,appdate,plutomapid,dcpedited,notes,bct2020,bctcb2020,yearbuilt_dt,yearalter1_dt,yearalter2_dt,consumption_(kwh),current_charges,borough,consumption_per_unit
ALBANY II,85,8,8,BROOKLYN,1414,BERGEN STREET,1414 BERGEN STREET,BROOKLYN,NY,"11,213",3324609,1352,1,3013520001,343,BK0802,Crown Heights (North),8,36,56,20,9,,40.675019,-73.937494,POINT (-73.937494 40.675019),BK,1352.0,1.0,343.0,1000.0,36.0,11213.0,77.0,4900.0,1400 BERGEN STREET,R6,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"214,676","346,280","346,280",0,0,0,2.0,3.0,14.0,400.0,400,315.58,680,305.0,120.0,0.0,True,3.0,603900.0,15255000.0,1950.0,0,0,,,1.61,2.43,3.0,3013520001.0,343.0,1001585.0,185152.0,40.6748592,-73.9375057,17a,,,,1.0,,,3034300.0,30343004000.0,1950-01-01,,,26966236.0,2585148.92,BROOKLYN,67415.59
ALBANY II,85,9,9,BROOKLYN,1430,BERGEN STREET,1430 BERGEN STREET,BROOKLYN,NY,"11,213",3324610,1352,1,3013520001,343,BK0802,Crown Heights (North),8,36,56,20,9,,40.675023,-73.936826,POINT (-73.936826 40.675023),BK,1352.0,1.0,343.0,1000.0,36.0,11213.0,77.0,4900.0,1400 BERGEN STREET,R6,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"214,676","346,280","346,280",0,0,0,2.0,3.0,14.0,400.0,400,315.58,680,305.0,120.0,0.0,True,3.0,603900.0,15255000.0,1950.0,0,0,,,1.61,2.43,3.0,3013520001.0,343.0,1001585.0,185152.0,40.6748592,-73.9375057,17a,,,,1.0,,,3034300.0,30343004000.0,1950-01-01,,,26966236.0,2585148.92,BROOKLYN,67415.59
AMSTERDAM,22,1,1,MANHATTAN,40,AMSTERDAM AVENUE,40 AMSTERDAM AVENUE,NEW YORK,NY,"10,023",1081771,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.771974,-73.986896,POINT (-73.986896 40.771974),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,1,2,MANHATTAN,50,AMSTERDAM AVENUE,50 AMSTERDAM AVENUE,NEW YORK,NY,"10,023",1081771,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.772158,-73.986706,POINT (-73.986706 40.772158),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,2,3,MANHATTAN,60,AMSTERDAM AVENUE,60 AMSTERDAM AVENUE,NEW YORK,NY,"10,023",1082575,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.772606,-73.98646,POINT (-73.98646 40.772606),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,2,4,MANHATTAN,70,AMSTERDAM AVENUE,70 AMSTERDAM AVENUE,NEW YORK,NY,"10,023",1082575,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.772793,-73.986276,POINT (-73.986276 40.772793),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,3,5,MANHATTAN,80,AMSTERDAM AVENUE,80 AMSTERDAM AVENUE,NEW YORK,NY,"10,023",1082576,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773234,-73.986003,POINT (-73.986003 40.773234),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,3,6,MANHATTAN,90,AMSTERDAM AVENUE,90 AMSTERDAM AVENUE,NEW YORK,NY,"10,023",1082576,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773415,-73.985819,POINT (-73.985819 40.773415),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,4,7,MANHATTAN,216,WEST 62ND STREET,216 WEST 62ND STREET,NEW YORK,NY,"10,023",1082577,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.772759,-73.987133,POINT (-73.987133 40.772759),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,5,8,MANHATTAN,217,WEST 62ND STREET,217 WEST 62ND STREET,NEW YORK,NY,"10,023",1082578,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.772974,-73.986974,POINT (-73.986974 40.772974),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,5,9,MANHATTAN,216,WEST 63RD STREET,216 WEST 63RD STREET,NEW YORK,NY,"10,023",1082578,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773247,-73.986771,POINT (-73.986771 40.773247),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,6,10,MANHATTAN,217,WEST 63RD STREET,217 WEST 63RD STREET,NEW YORK,NY,"10,023",1082579,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773393,-73.986664,POINT (-73.986664 40.773393),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,6,11,MANHATTAN,210,WEST 64TH STREET,210 WEST 64TH STREET,NEW YORK,NY,"10,023",1082579,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773632,-73.986412,POINT (-73.986412 40.773632),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,6,12,MANHATTAN,216,WEST 64TH STREET,216 WEST 64TH STREET,NEW YORK,NY,"10,023",1082579,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773868,-73.986368,POINT (-73.986368 40.773868),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,7,13,MANHATTAN,228,WEST 62ND STREET,228 WEST 62ND STREET,NEW YORK,NY,"10,023",1082580,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773016,-73.987603,POINT (-73.987603 40.773016),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,8,14,MANHATTAN,229,WEST 62ND STREET,229 WEST 62ND STREET,NEW YORK,NY,"10,023",1082581,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773149,-73.987499,POINT (-73.987499 40.773149),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,8,15,MANHATTAN,228,WEST 63RD STREET,228 WEST 63RD STREET,NEW YORK,NY,"10,023",1082581,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773447,-73.987291,POINT (-73.987291 40.773447),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,9,16,MANHATTAN,242,WEST 62ND STREET,242 WEST 62ND STREET,NEW YORK,NY,"10,023",1082583,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773233,-73.98811,POINT (-73.98811 40.773233),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,10,17,MANHATTAN,241,WEST 62ND STREET,241 WEST 62ND STREET,NEW YORK,NY,"10,023",1082582,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773366,-73.988021,POINT (-73.988021 40.773366),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,10,18,MANHATTAN,242,WEST 63RD STREET,242 WEST 63RD STREET,NEW YORK,NY,"10,023",1082582,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.77366,-73.987789,POINT (-73.987789 40.77366),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,11,19,MANHATTAN,249,WEST 61ST STREET,249 WEST 61ST STREET,NEW YORK,NY,"10,023",1082584,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.772793,-73.989119,POINT (-73.989119 40.772793),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,11,20,MANHATTAN,250,WEST 61ST DRIVE,250 WEST 61ST DRIVE,NEW YORK,NY,"10,023",1082584,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773062,-73.988926,POINT (-73.988926 40.773062),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,12,21,MANHATTAN,247,WEST 61ST DRIVE,247 WEST 61ST DRIVE,NEW YORK,NY,"10,023",1082585,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773168,-73.988775,POINT (-73.988775 40.773168),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,12,22,MANHATTAN,248,WEST 62ND STREET,248 WEST 62ND STREET,NEW YORK,NY,"10,023",1082585,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773437,-73.988581,POINT (-73.988581 40.773437),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,13,23,MANHATTAN,249,WEST 62ND STREET,249 WEST 62ND STREET,NEW YORK,NY,"10,023",1082586,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773603,-73.988524,POINT (-73.988524 40.773603),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM,22,13,24,MANHATTAN,250,WEST 63RD STREET,250 WEST 63RD STREET,NEW YORK,NY,"10,023",1082586,1154,101,1011540101,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.773876,-73.98833,POINT (-73.98833 40.773876),MN,1154.0,101.0,151.0,2000.0,6.0,10023.0,20.0,3900.0,40 AMSTERDAM AVENUE,R8,,,,,D3,3.0,0.0,O,NYC HOUSING AUTHORITY,"413,225","825,480","825,480",0,0,0,2.0,13.0,13.0,,"1,084",722.5,800,732.5,800.0,0.0,True,5.0,9000000.0,54307350.0,1948.0,0,0,,,2.0,6.02,1.0,1011540101.0,151.0,987757.0,220920.0,40.77305,-73.9873383,8c,,,,1.0,,,1015101.0,10151012000.0,1948-01-01,,,103270862.0,15475483.94,MANHATTAN,
AMSTERDAM ADDITION,187,1,25,MANHATTAN,240,WEST 65TH STREET,240 WEST 65TH STREET,NEW YORK,NY,"10,023",1030340,1156,20,1011560020,"15,101",MN0701,Upper West Side-Lincoln Square,7,6,67,47,12,,40.774842,-73.986874,POINT (-73.986874 40.774842),MN,1156.0,20.0,151.0,3001.0,6.0,10023.0,20.0,3900.0,240 WEST 65 STREET,R8,,,,,D6,4.0,0.0,O,NYC HOUSING AUTHORITY,"36,166","219,794","209,633","10,161",0,0,2.0,1.0,27.0,175.0,176,225,180.83,225.0,130.0,0.0,True,5.0,4050000.0,21858750.0,1977.0,0,0,,,6.08,6.02,1.0,1011560020.0,151.0,987849.0,221506.0,40.7746583,-73.9870058,8c,,,,1.0,t,,1015101.0,10151013001.0,1977-01-01,,,21003982.0,3098483.35,MANHATTAN,120022.75428571428
ASTORIA,26,1,1,QUEENS,4-21,ASTORIA BOULEVARD,4-21 ASTORIA BOULEVARD,ASTORIA,NY,"11,102",4430788,490,101,4004900101,87,QN0102,Old Astoria-Hallets Point,1,22,36,59,14,,40.773119,-73.93301,POINT (-73.93301 40.773119),QN,490.0,101.0,87.0,3002.0,22.0,11102.0,114.0,300.0,4 1 STREET,R6,,,,,D1,3.0,1.0,O,NYC HOUSING AUTHORITY,"1,136,266","1,116,500","1,116,500",0,0,0,2.0,24.0,7.0,,"1,104",999,519,30.0,125.0,0.0,True,2.0,15339600.0,31751550.0,1950.0,0,0,,,0.98,2.43,4.0,4004900101.0,87.0,1002295.0,221109.0,40.773551,-73.9348497,9a,,4004900101.0,12/04/2014,1.0,t,,4008700.0,40087003001.0,1950-01-01,,,117929929.0,16601162.72,QUEENS,
ASTORIA,26,2,2,QUEENS,28-02,8TH STREET,28-02 8TH STREET,ASTORIA,NY,"11,102",4430778,490,101,4004900101,87,QN0102,Old Astoria-Hallets Point,1,22,36,59,14,,40.77344,-73.932676,POINT (-73.932676 40.77344),QN,490.0,101.0,87.0,3002.0,22.0,11102.0,114.0,300.0,4 1 STREET,R6,,,,,D1,3.0,1.0,O,NYC HOUSING AUTHORITY,"1,136,266","1,116,500","1,116,500",0,0,0,2.0,24.0,7.0,,"1,104",999,519,30.0,125.0,0.0,True,2.0,15339600.0,31751550.0,1950.0,0,0,,,0.98,2.43,4.0,4004900101.0,87.0,1002295.0,221109.0,40.773551,-73.9348497,9a,,4004900101.0,12/04/2014,1.0,t,,4008700.0,40087003001.0,1950-01-01,,,117929929.0,16601162.72,QUEENS,
ASTORIA,26,3,3,QUEENS,27-10,8TH STREET,27-10 8TH STREET,ASTORIA,NY,"11,102",4430777,490,101,4004900101,87,QN0102,Old Astoria-Hallets Point,1,22,36,59,14,,40.773928,-73.932433,POINT (-73.932433 40.773928),QN,490.0,101.0,87.0,3002.0,22.0,11102.0,114.0,300.0,4 1 STREET,R6,,,,,D1,3.0,1.0,O,NYC HOUSING AUTHORITY,"1,136,266","1,116,500","1,116,500",0,0,0,2.0,24.0,7.0,,"1,104",999,519,30.0,125.0,0.0,True,2.0,15339600.0,31751550.0,1950.0,0,0,,,0.98,2.43,4.0,4004900101.0,87.0,1002295.0,221109.0,40.773551,-73.9348497,9a,,4004900101.0,12/04/2014,1.0,t,,4008700.0,40087003001.0,1950-01-01,,,117929929.0,16601162.72,QUEENS,
ASTORIA,26,4,4,QUEENS,4-10,27TH AVENUE,4-10 27TH AVENUE,ASTORIA,NY,"11,102",4430782,490,101,4004900101,87,QN0102,Old Astoria-Hallets Point,1,22,36,59,14,,40.774166,-73.933078,POINT (-73.933078 40.774166),QN,490.0,101.0,87.0,3002.0,22.0,11102.0,114.0,300.0,4 1 STREET,R6,,,,,D1,3.0,1.0,O,NYC HOUSING AUTHORITY,"1,136,266","1,116,500","1,116,500",0,0,0,2.0,24.0,7.0,,"1,104",999,519,30.0,125.0,0.0,True,2.0,15339600.0,31751550.0,1950.0,0,0,,,0.98,2.43,4.0,4004900101.0,87.0,1002295.0,221109.0,40.773551,-73.9348497,9a,,4004900101.0,12/04/2014,1.0,t,,4008700.0,40087003001.0,1950-01-01,,,117929929.0,16601162.72,QUEENS,
ASTORIA,26,5,5,QUEENS,4-03,ASTORIA BOULEVARD,4-03 ASTORIA BOULEVARD,ASTORIA,NY,"11,102",4430787,490,101,4004900101,87,QN0102,Old Astoria-Hallets Point,1,22,36,59,14,,40.77342,-73.933865,POINT (-73.933865 40.77342),QN,490.0,101.0,87.0,3002.0,22.0,11102.0,114.0,300.0,4 1 STREET,R6,,,,,D1,3.0,1.0,O,NYC HOUSING AUTHORITY,"1,136,266","1,116,500","1,116,500",0,0,0,2.0,24.0,7.0,,"1,104",999,519,30.0,125.0,0.0,True,2.0,15339600.0,31751550.0,1950.0,0,0,,,0.98,2.43,4.0,4004900101.0,87.0,1002295.0,221109.0,40.773551,-73.9348497,9a,,4004900101.0,12/04/2014,1.0,t,,4008700.0,40087003001.0,1950-01-01,,,117929929.0,16601162.72,QUEENS,
